字	分部	原書讀音	原書聲調	版本標記	含粵語音義版本標記	(1974)頁	(1974)位置	(1974)解釋	(1974)數碼化編註	(1996)編號	(1996)頁	(1996)位置	(1996)解釋	(1996)數碼化編註	讀音
氾	F(花)音起頭之字	fan	陰去聲	3	0	30	3			02631	78	3			[3]faan3
釩	F(花)音起頭之字	fan	陰去聲	3	0	30	4			02632	79	4			[3]faan3
畈	F(花)音起頭之字	fan	陰去聲	3	0	30	5			02633	79	5			[3]faan3
販	F(花)音起頭之字	fan	陰去聲	3	0	30	6			02634	79	6			[3]faan3
煩	F(花)音起頭之字	fan	陽平聲	3	0	30	1			02635	79	1			[3]faan4
凡	F(花)音起頭之字	fan	陽平聲	3	0	30	2			02636	79	2			[3]faan4
帆	F(花)音起頭之字	fan	陽平聲	3	0	30	3			02637	79	3			[3]faan4
釩	F(花)音起頭之字	fan	陽平聲	3	0	30	4			02638	79	4			[3]faan4
梵	F(花)音起頭之字	fan	陽平聲	3	0	30	5	語音，寂靜。印度語		02639	79	5			[3:verbal]faan4
緐	F(花)音起頭之字	fan	陽平聲	3	0	30	6			02640	79	6			[3]faan4
繁	F(花)音起頭之字	fan	陽平聲	3	0	30	7			02641	79	7			[3]faan4
蘩	F(花)音起頭之字	fan	陽平聲	3	0	30	8			02642	79	8			[3]faan4
墦	F(花)音起頭之字	fan	陽平聲	3	0	30	9			02643	79	9			[3]faan4
燔	F(花)音起頭之字	fan	陽平聲	3	0	30	10			02644	79	10			[3]faan4
璠	F(花)音起頭之字	fan	陽平聲	3	0	30	11			02645	79	11			[3]faan4
膰	F(花)音起頭之字	fan	陽平聲	3	0	30	12			02646	79	12			[3]faan4
蕃	F(花)音起頭之字	fan	陽平聲	3	0	30	13			02647	79	13			[3]faan4
蹯	F(花)音起頭之字	fan	陽平聲	3	0	30	14			02648	79	14			[3]faan4
藩	F(花)音起頭之字	fan	陽平聲	3	0	30	15			02649	79	15			[3]faan4
籓	F(花)音起頭之字	fan	陽平聲	3	0	30	16			02650	79	16			[3]faan4
颿	F(花)音起頭之字	fan	陽平聲	3	0	30	17			02651	79	17			[3]faan4
樊	F(花)音起頭之字	fan	陽平聲	3	0	30	18			02652	79	18			[3]faan4
礬	F(花)音起頭之字	fan	陽平聲	3	0	30	19			02653	79	19			[3]faan4
蠜	F(花)音起頭之字	fan	陽平聲	3	0	30	20			02654	79	20			[3]faan4
飯	F(花)音起頭之字	fan	陽上聲	3	0	30	1			02655	79	1			[3]faan5
販	F(花)音起頭之字	fan	陽上聲	3	0	30	2			02656	79	2			[3:verbal]faan5
𨠒	F(花)音起頭之字	fan	陽上聲	2	0					2656A	79	3			[2]faan5
犯	F(花)音起頭之字	fan	陽去聲	3	0	30	1			02657	79	1			[3]faan6
范	F(花)音起頭之字	fan	陽去聲	3	0	30	2			02658	79	2			[3]faan6
笵	F(花)音起頭之字	fan	陽去聲	3	0	30	3			02659	79	3			[3]faan6
範	F(花)音起頭之字	fan	陽去聲	3	0	30	4			02660	79	4			[3]faan6
飯	F(花)音起頭之字	fan	陽去聲	3	0	30	5			02661	79	5			[3]faan6
飰	F(花)音起頭之字	fan	陽去聲	3	0	30	6			02662	79	6			[3]faan6
瓣	F(花)音起頭之字	fan	陽去聲	3	0	30	7			02663	79	7			[3]faan6
梵	F(花)音起頭之字	fan	陽去聲	3	0	30	8	讀音，清淨。關於佛教		02664	79	8			[3:literal]faan6
帆	F(花)音起頭之字	fan	陽去聲	3	0	30	9			02665	79	9			[3]faan6
坏	F(花)音起頭之字	fau	陰平聲	3	0	30	1			02666	79	1			[3]fau1
抔	F(花)音起頭之字	fau	陰平聲	3	0	30	2			02667	79	2			[3]fau1
缶	F(花)音起頭之字	fau	陰平聲	3	0	30	3			02668	79	3			[3]fau1
缻	F(花)音起頭之字	fau	陰平聲	3	0	30	4			02669	80	4			[3]fau1
裒	F(花)音起頭之字	fau	陰平聲	3	0	30	5			02670	80	5			[3:also]fau1
否	F(花)音起頭之字	fau	陰上聲	3	0	30	1			02671	80	1			[3]fau2
芣	F(花)音起頭之字	fau	陰上聲	3	0	30	2			02672	80	2			[3:also]fau2
缶	F(花)音起頭之字	fau	陰上聲	3	0	30	3			02673	80	3			[3:also]fau2
剖	F(花)音起頭之字	fau	陰上聲	3	0	30	4			02674	80	4			[3:also]fau2
掊	F(花)音起頭之字	fau	陰上聲	3	0	30	5			02675	80	5			[3:also]fau2
不	F(花)音起頭之字	fau	陰上聲	3	0	30	6			02676	80	6			[3]fau2
浮	F(花)音起頭之字	fau	陽平聲	3	0	30	1			02677	80	1			[3]fau4
蜉	F(花)音起頭之字	fau	陽平聲	3	0	30	2			02678	80	2			[3]fau4
罘	F(花)音起頭之字	fau	陽平聲	3	0	30	3			02679	80	3			[3]fau4
芣	F(花)音起頭之字	fau	陽平聲	3	0	30	4			02680	80	4			[3]fau4
紑	F(花)音起頭之字	fau	陽平聲	3	0	30	5			02681	80	5			[3]fau4
涪	F(花)音起頭之字	fau	陽平聲	3	0	30	6			02682	80	6			[3]fau4
棓	F(花)音起頭之字	fau	陽平聲	3	0	30	7			02683	80	7			[3]fau4
不	F(花)音起頭之字	fau	陽平聲	3	0	30	8			02684	80	8			[3]fau4
阜	F(花)音起頭之字	fau	陽去聲	3	0	30	1			02685	80	1			[3]fau6
埠	F(花)音起頭之字	fau	陽去聲	3	0	30	2			02686	80	2			[3]fau6
復	F(花)音起頭之字	fau	陽去聲	3	0	30	3			02687	80	3			[3]fau6
覆	F(花)音起頭之字	fau	陽去聲	3	0	30	4			02688	80	4			[3]fau6
伏	F(花)音起頭之字	fau	陽去聲	3	0	30	5			02689	80	5			[3]fau6
忽	F(花)音起頭之字	faud	陰入聲	3	0	31	1			02690	80	1			[3]fat7
曶	F(花)音起頭之字	faud	陰入聲	3	0	31	2			02691	80	2			[3]fat7
囫	F(花)音起頭之字	faud	陰入聲	3	0	31	3			02692	80	3			[3]fat7
笏	F(花)音起頭之字	faud	陰入聲	3	0	31	4			02693	80	4			[3]fat7
唿	F(花)音起頭之字	faud	陰入聲	3	0	31	5			02694	80	5			[3]fat7
惚	F(花)音起頭之字	faud	陰入聲	3	0	31	6			02695	80	6			[3]fat7
㧾	F(花)音起頭之字	faud	陰入聲	3	3	31	7	去塵，擊也。又語音，用器取液體		02696	80	7			[3]fat7
弗	F(花)音起頭之字	faud	陰入聲	3	0	31	8			02697	80	8			[3]fat7
佛	F(花)音起頭之字	faud	陰入聲	3	0	31	9			02698	80	9			[3]fat7
彿	F(花)音起頭之字	faud	陰入聲	3	0	31	10			02699	80	10			[3]fat7
拂	F(花)音起頭之字	faud	陰入聲	3	0	31	11			02700	80	11			[3]fat7
蔽	F(花)音起頭之字	faud	陰入聲	3	0	31	12			02701	80	12			[3]fat7
氟	F(花)音起頭之字	faud	陰入聲	3	0	31	13			02702	80	13			[3]fat7
茀	F(花)音起頭之字	faud	陰入聲	3	0	31	14			02703	80	14			[3]fat7
紼	F(花)音起頭之字	faud	陰入聲	3	0	31	15			02704	80	15			[3]fat7
艴	F(花)音起頭之字	faud	陰入聲	3	0	31	16			02705	80	16			[3]fat7
髴	F(花)音起頭之字	faud	陰入聲	3	0	31	17			02706	80	17			[3]fat7
綍	F(花)音起頭之字	faud	陰入聲	3	0	31	18			02707	80	18			[3]fat7
絀	F(花)音起頭之字	faud	陰入聲	3	0	31	19			02708	80	19			[3]fat7
窟	F(花)音起頭之字	faud	陰入聲	3	0	31	20			02709	80	20			[3]fat7
芾	F(花)音起頭之字	faud	陰入聲	3	0	31	21			02710	80	21			[3]fat7
祓	F(花)音起頭之字	faud	陰入聲	3	0	31	22			02711	80	22			[3]fat7
紱	F(花)音起頭之字	faud	陰入聲	3	0	31	23			02712	81	23			[3]fat7
韍	F(花)音起頭之字	faud	陰入聲	3	0	31	24			02713	81	24			[3]fat7
黻	F(花)音起頭之字	faud	陰入聲	3	0	31	25			02714	81	25			[3]fat7
欻	F(花)音起頭之字	faud	陰入聲	3	0	31	26			02715	81	26			[3]fat7
佛	F(花)音起頭之字	faud	陽入聲	3	0	31	1			02716	81	1			[3]fat9
咈	F(花)音起頭之字	faud	陽入聲	3	0	31	2			02717	81	2			[3]fat9
怫	F(花)音起頭之字	faud	陽入聲	3	0	31	3			02718	81	3			[3]fat9
伐	F(花)音起頭之字	faud	陽入聲	3	0	31	4			02719	81	4			[3]fat9
垡	F(花)音起頭之字	faud	陽入聲	3	0	31	5			02720	81	5			[3]fat9
筏	F(花)音起頭之字	faud	陽入聲	3	0	31	6			02721	81	6			[3]fat9
閥	F(花)音起頭之字	faud	陽入聲	3	0	31	7			02722	81	7			[3]fat9
罰	F(花)音起頭之字	faud	陽入聲	3	0	31	8			02723	81	8			[3]fat9
罸	F(花)音起頭之字	faud	陽入聲	3	0	31	9			02724	81	9			[3]fat9
乏	F(花)音起頭之字	faud	陽入聲	3	0	31	10			02725	81	10			[3]fat9
茷	F(花)音起頭之字	faud	陽入聲	3	0	31	11			02726	81	11			[3]fat9
分	F(花)音起頭之字	faun	陰平聲	3	0	31	1			02727	81	1			[3]fan1
吩	F(花)音起頭之字	faun	陰平聲	3	0	31	2			02728	81	2			[3]fan1
氛	F(花)音起頭之字	faun	陰平聲	3	0	31	3			02729	81	3			[3]fan1
紛	F(花)音起頭之字	faun	陰平聲	3	0	31	4			02730	81	4			[3]fan1
芬	F(花)音起頭之字	faun	陰平聲	3	0	31	5			02731	81	5			[3]fan1
雰	F(花)音起頭之字	faun	陰平聲	3	0	31	6			02732	81	6			[3]fan1
棻	F(花)音起頭之字	faun	陰平聲	3	0	31	7			02733	81	7			[3]fan1
昏	F(花)音起頭之字	faun	陰平聲	3	0	31	8			02734	81	8			[3]fan1
婚	F(花)音起頭之字	faun	陰平聲	3	0	31	9			02735	81	9			[3]fan1
惛	F(花)音起頭之字	faun	陰平聲	3	0	31	10			02736	81	10			[3]fan1
涽	F(花)音起頭之字	faun	陰平聲	3	0	31	11			02737	81	11			[3]fan1
殙	F(花)音起頭之字	faun	陰平聲	3	0	31	12			02738	81	12			[3]fan1
枌	F(花)音起頭之字	faun	陰平聲	3	0	31	13			02739	81	13			[3:also]fan1
酚	F(花)音起頭之字	faun	陰平聲	2	0					2739A	81	14			[2]fan1
緍	F(花)音起頭之字	faun	陰平聲	3	0	31	14			02740	81	15			[3]fan1
閽	F(花)音起頭之字	faun	陰平聲	3	0	31	15			02741	81	16			[3]fan1
昬	F(花)音起頭之字	faun	陰平聲	3	0	31	16			02742	81	17			[3]fan1
湣	F(花)音起頭之字	faun	陰平聲	3	0	31	17			02743	81	18			[3]fan1
緡	F(花)音起頭之字	faun	陰平聲	3	0	31	18			02744	81	19			[3]fan1
葷	F(花)音起頭之字	faun	陰平聲	3	0	31	19			02745	81	20			[3]fan1
煇	F(花)音起頭之字	faun	陰平聲	3	0	31	20			02746	81	21			[3]fan1
餴	F(花)音起頭之字	faun	陰平聲	3	0	31	21			02747	81	22			[3]fan1
焄	F(花)音起頭之字	faun	陰平聲	3	0	31	22			02748	81	23			[3]fan1
勛	F(花)音起頭之字	faun	陰平聲	3	0	31	23			02749	81	24			[3]fan1
熏	F(花)音起頭之字	faun	陰平聲	3	0	31	24			02750	81	25			[3]fan1
勳	F(花)音起頭之字	faun	陰平聲	3	0	31	25			02751	81	26			[3]fan1
棼	F(花)音起頭之字	faun	陰平聲	3	0	31	26			02752	81	27			[3:common]fan1
獯	F(花)音起頭之字	faun	陰平聲	3	0	31	27			02753	81	28			[3]fan1
曛	F(花)音起頭之字	faun	陰平聲	3	0	31	28			02754	82	29			[3]fan1
燻	F(花)音起頭之字	faun	陰平聲	3	0	31	29			02755	82	30			[3]fan1
匪	F(花)音起頭之字	faun	陰平聲	3	0	31	30			02756	82	31			[3]fan1
薰	F(花)音起頭之字	faun	陰平聲	3	0	31	31			02757	82	32			[3]fan1
臐	F(花)音起頭之字	faun	陰平聲	3	0	31	32			02758	82	33			[3]fan1
纁	F(花)音起頭之字	faun	陰平聲	3	0	31	33			02759	82	34			[3]fan1
醺	F(花)音起頭之字	faun	陰平聲	3	0	31	34			02760	82	35			[3]fan1
壎	F(花)音起頭之字	faun	陰平聲	3	0	31	35			02761	82	36			[3:also]fan1
粉	F(花)音起頭之字	faun	陰上聲	3	0	31	1			02762	82	1			[3]fan2
訓	F(花)音起頭之字	faun	陰去聲	3	0	31	1			02763	82	1			[3]fan3
瞓	F(花)音起頭之字	faun	陰去聲	3	3	31	2	粵字，見《綜合粵語》及《道字典》，睡覺也。眼～，欲睡		02764	82	2			[3]fan3
睏	F(花)音起頭之字	faun	陰去聲	3	3	31	3	語音。俗讀，睡也		02765	82	3			[3:verbal]fan3
僨	F(花)音起頭之字	faun	陰去聲	2	0					02766	82	4	語詞，睡眠、躺也，即瞓本字。古作仰卧解，見《粵語鈎沉》。又詹菊人作⿰氏垔。		[2]fan3
糞	F(花)音起頭之字	faun	陰去聲	3	0	31	4			02767	82	5			[3]fan3
焚	F(花)音起頭之字	faun	陽平聲	3	0	31	1			02768	82	1			[3]fan4
棼	F(花)音起頭之字	faun	陽平聲	3	0	31	2			02769	82	2			[3:original]fan4
汾	F(花)音起頭之字	faun	陽平聲	3	0	31	3			02770	82	3			[3]fan4
枌	F(花)音起頭之字	faun	陽平聲	3	0	31	4			02771	82	4			[3]fan4
蚡	F(花)音起頭之字	faun	陽平聲	3	0	31	5			02772	82	5			[3]fan4
坟	F(花)音起頭之字	faun	陽平聲	3	0	31	6			02773	82	6			[3]fan4
賁	F(花)音起頭之字	faun	陽平聲	3	0	31	7			02774	82	7			[3]fan4
墳	F(花)音起頭之字	faun	陽平聲	3	0	31	8			02775	82	8			[3]fan4
幩	F(花)音起頭之字	faun	陽平聲	3	0	31	9			02776	82	9			[3]fan4
鼖	F(花)音起頭之字	faun	陽平聲	3	0	31	10			02777	82	10			[3]fan4
濆	F(花)音起頭之字	faun	陽平聲	3	0	31	11			02778	82	11			[3]fan4
蕡	F(花)音起頭之字	faun	陽平聲	3	0	31	12			02779	82	12			[3]fan4
豶	F(花)音起頭之字	faun	陽平聲	3	0	31	13			02780	82	13			[3]fan4
餴	F(花)音起頭之字	faun	陽平聲	3	0	31	14			02781	82	14			[3:also]fan4
忿	F(花)音起頭之字	faun	陽上聲	3	0	31	1			02782	82	1			[3]fan5
奮	F(花)音起頭之字	faun	陽上聲	3	0	31	2			02783	82	2			[3]fan5
僨	F(花)音起頭之字	faun	陽上聲	3	0	31	3			02784	82	3			[3]fan5
噴	F(花)音起頭之字	faun	陽上聲	3	0	31	4			02785	82	4			[3]fan5
憤	F(花)音起頭之字	faun	陽上聲	3	0	31	5			02786	82	5			[3]fan5
濆	F(花)音起頭之字	faun	陽上聲	3	0	31	6			02787	82	6			[3]fan5
拚	F(花)音起頭之字	faun	陽上聲	3	0	31	7			02788	82	7			[3]fan5
牝	F(花)音起頭之字	faun	陽上聲	3	0	31	8			02789	82	8			[3:verbal]fan5
扮	F(花)音起頭之字	faun	陽上聲	3	0	31	9			02790	82	9			[3]fan5
賁	F(花)音起頭之字	faun	陽上聲	3	0	31	10			02791	82	10			[3]fan5
焚	F(花)音起頭之字	faun	陽上聲	3	0	31	11			02792	82	11			[3]fan5
分	F(花)音起頭之字	faun	陽去聲	3	0	31	1			02793	82	1			[3]fan6
份	F(花)音起頭之字	faun	陽去聲	3	0	31	2			02794	83	2			[3]fan6
揈	F(花)音起頭之字	faung	陽平聲	2	0					02795	83	1	語詞，用力拳打：「～咗一捶」，見《廣州話方言詞典》。此字本音轟，擊也，見《攷正字彙》；又揮也，見《集韻》。又北方小字典作驅逐、趕走解。		[2]fang4
啡	F(花)音起頭之字	fe	陰平聲	3	0	31	1	咖～，飲料。嗎～，藥名。此字本音胚出唾聲		02796	83	1			[3]fe1;[3:original]pui1
㹃	F(花)音起頭之字	fei	陰平聲	2	0					02797	83	1	語詞，翻開、散揚，「鷄～竇噉」。此字本音匪，兩壁耕也，見《攷正字彙》。詳見《廣州話本字考》。		[2]fei1
飛	F(花)音起頭之字	fei	陰平聲	3	0	32	1			02798	83	2			[3]fei1
妃	F(花)音起頭之字	fei	陰平聲	3	0	32	2			02799	83	3			[3]fei1
非	F(花)音起頭之字	fei	陰平聲	3	0	32	3			02800	83	4			[3]fei1
扉	F(花)音起頭之字	fei	陰平聲	3	0	32	4			02801	83	5			[3]fei1
菲	F(花)音起頭之字	fei	陰平聲	3	0	32	5			02802	83	6			[3]fei1
蜚	F(花)音起頭之字	fei	陰平聲	3	0	32	6			02803	83	7			[3]fei1
緋	F(花)音起頭之字	fei	陰平聲	3	0	32	7			02804	83	8			[3]fei1
裶	F(花)音起頭之字	fei	陰平聲	3	0	32	8			02805	83	9			[3]fei1
霏	F(花)音起頭之字	fei	陰平聲	3	0	32	9			02806	83	10			[3]fei1
馡	F(花)音起頭之字	fei	陰平聲	3	0	32	10			02807	83	11			[3]fei1
騑	F(花)音起頭之字	fei	陰平聲	3	0	32	11			02808	83	12			[3]fei1
匪	F(花)音起頭之字	fei	陰平聲	3	0	32	12			02809	83	13			[3]fei1
蜰	F(花)音起頭之字	fei	陰上聲	3	0	32	1			02810	83	1			[3:also]fei2
悱	F(花)音起頭之字	fei	陰上聲	3	0	32	2			02811	83	2			[3]fei2
斐	F(花)音起頭之字	fei	陰上聲	3	0	32	3			02812	83	3			[3]fei2
棐	F(花)音起頭之字	fei	陰上聲	3	0	32	4			02813	83	4			[3]fei2
菲	F(花)音起頭之字	fei	陰上聲	3	0	32	5			02814	83	5			[3]fei2
蜚	F(花)音起頭之字	fei	陰上聲	3	0	32	6			02815	83	6			[3]fei2
翡	F(花)音起頭之字	fei	陰上聲	3	0	32	7			02816	83	7			[3]fei2
痱	F(花)音起頭之字	fei	陰上聲	3	0	32	8			02817	83	8			[3:also]fei2
誹	F(花)音起頭之字	fei	陰上聲	3	0	32	9			02818	83	9			[3]fei2
榧	F(花)音起頭之字	fei	陰上聲	3	0	32	10			02819	83	10			[3]fei2
篚	F(花)音起頭之字	fei	陰上聲	3	0	32	11			02820	83	11			[3]fei2
剕	F(花)音起頭之字	fei	陰上聲	3	0	32	12			02821	83	12			[3:also]fei2
朏	F(花)音起頭之字	fei	陰上聲	3	0	32	13			02822	83	13			[3]fei2
匪	F(花)音起頭之字	fei	陰上聲	3	0	32	14			02823	83	14			[3]fei2
肥	F(花)音起頭之字	fei	陽平聲	3	0	32	1			02824	83	1			[3]fei4
腓	F(花)音起頭之字	fei	陽平聲	3	0	32	2			02825	84	2			[3]fei4
蜰	F(花)音起頭之字	fei	陽平聲	3	0	32	3			02826	84	3			[3]fei4
痱	F(花)音起頭之字	fei	陽平聲	3	0	32	4			02827	84	4			[3]fei4
淝	F(花)音起頭之字	fei	陽平聲	3	0	32	5			02828	84	5			[3]fei4
𢝵	F(花)音起頭之字	fid	陰入聲	2	0					02829	84	1	粵字，用小枝條鞭打。「～開」，輕掃刷掉。又作一舉解，如「符～」（符合來一下），即有辦法：「冇嘥符～」。見《學粵詞典》。		[2]fit7
𠱥	F(花)音起頭之字	fig	陰入聲	3	3	32	1	語詞。花～，任性（《學粵》）		02830	84	1			[3]fik7
捹	F(花)音起頭之字	fing	陰去聲	3	3	32	1	語詞。弔弔～（擺也）（低去）。～甩，擺脫（《學粵》）		02831	84	1			[3]fing3;[3:also]fing6
科	F(花)音起頭之字	fo	陰平聲	3	0	32	1			02832	84	1			[3]fo1
蝌	F(花)音起頭之字	fo	陰平聲	3	0	32	2			02833	84	2			[3]fo1
棵	F(花)音起頭之字	fo	陰平聲	3	0	32	3			02834	84	3			[3:rare]fo1
窠	F(花)音起頭之字	fo	陰平聲	3	0	32	4			02835	84	4			[3]fo1
火	F(花)音起頭之字	fo	陰上聲	3	0	32	1			02836	84	1			[3]fo2
伙	F(花)音起頭之字	fo	陰上聲	3	0	32	2			02837	84	2			[3]fo2
鈥	F(花)音起頭之字	fo	陰上聲	3	0	32	3			02838	84	3			[3]fo2
棵	F(花)音起頭之字	fo	陰上聲	3	0	32	4			02839	84	4			[3]fo2
夥	F(花)音起頭之字	fo	陰上聲	3	0	32	5			02840	84	5			[3]fo2
輠	F(花)音起頭之字	fo	陰上聲	3	0	32	6			02841	84	6			[3]fo2
顆	F(花)音起頭之字	fo	陰上聲	3	0	32	7			02842	84	7			[3]fo2
貨	F(花)音起頭之字	fo	陰去聲	3	0	32	1			02843	84	1			[3]fo3
課	F(花)音起頭之字	fo	陰去聲	3	0	32	2			02844	84	2			[3]fo3
霍	F(花)音起頭之字	fog	中入聲	3	0	32	1			02845	84	1			[3]fok8
矐	F(花)音起頭之字	fog	中入聲	3	0	32	2			02846	84	2			[3:also]fok8
藿	F(花)音起頭之字	fog	中入聲	3	0	32	3			02847	84	3			[3]fok8
矍	F(花)音起頭之字	fog	中入聲	3	0	32	4			02848	84	4			[3]fok8
攫	F(花)音起頭之字	fog	中入聲	3	0	32	5			02849	84	5			[3]fok8
躩	F(花)音起頭之字	fog	中入聲	3	0	32	6			02850	85	6			[3]fok8
钁	F(花)音起頭之字	fog	中入聲	3	0	32	7			02851	85	7			[3]fok8
縛	F(花)音起頭之字	fog	中入聲	3	0	32	8			02852	85	8			[3:literal]fok8
戄	F(花)音起頭之字	fog	中入聲	3	0	32	9			02853	85	9			[3]fok8
方	F(花)音起頭之字	fong	陰平聲	3	0	32	1			02854	85	1			[3]fong1
坊	F(花)音起頭之字	fong	陰平聲	3	0	32	2			02855	85	2			[3]fong1
枋	F(花)音起頭之字	fong	陰平聲	3	0	32	3			02856	85	3			[3]fong1
祊	F(花)音起頭之字	fong	陰平聲	3	0	32	4			02857	85	4			[3:literal]fong1
肪	F(花)音起頭之字	fong	陰平聲	3	0	32	5			02858	85	5			[3]fong1
芳	F(花)音起頭之字	fong	陰平聲	3	0	32	6			02859	85	6			[3]fong1
邡	F(花)音起頭之字	fong	陰平聲	3	0	32	7			02860	85	7			[3]fong1
鈁	F(花)音起頭之字	fong	陰平聲	3	0	32	8			02861	85	8			[3]fong1
荒	F(花)音起頭之字	fong	陰平聲	3	0	32	9			02862	85	9			[3]fong1
慌	F(花)音起頭之字	fong	陰平聲	3	0	32	10			02863	85	10			[3]fong1
謊	F(花)音起頭之字	fong	陰平聲	3	0	32	11			02864	85	11			[3]fong1
詤	F(花)音起頭之字	fong	陰平聲	3	0	32	12			02865	85	12			[3]fong1
肓	F(花)音起頭之字	fong	陰平聲	3	0	32	13			02866	85	13			[3]fong1
衁	F(花)音起頭之字	fong	陰平聲	3	0	32	14			02867	85	14			[3]fong1
匚	F(花)音起頭之字	fong	陰平聲	3	0	32	15			02868	85	15			[3]fong1
仿	F(花)音起頭之字	fong	陰上聲	3	0	32	1			02869	85	1			[3]fong2
放	F(花)音起頭之字	fong	陰上聲	3	0	32	2			02870	85	2			[3]fong2
彷	F(花)音起頭之字	fong	陰上聲	3	0	32	3			02871	85	3			[3]fong2
昉	F(花)音起頭之字	fong	陰上聲	3	0	32	4			02872	85	4			[3]fong2
舫	F(花)音起頭之字	fong	陰上聲	3	0	32	5			02873	85	5			[3]fong2
紡	F(花)音起頭之字	fong	陰上聲	3	0	32	6			02874	85	6			[3]fong2
訪	F(花)音起頭之字	fong	陰上聲	3	0	32	7			02875	85	7			[3]fong2
髣	F(花)音起頭之字	fong	陰上聲	3	0	32	8			02876	85	8			[3]fong2
怳	F(花)音起頭之字	fong	陰上聲	3	0	32	9			02877	85	9			[3]fong2
況	F(花)音起頭之字	fong	陰上聲	3	0	32	10			02878	85	10			[3]fong2
貺	F(花)音起頭之字	fong	陰上聲	3	0	32	11			02879	85	11			[3]fong2
恍	F(花)音起頭之字	fong	陰上聲	3	0	32	12			02880	85	12			[3]fong2
晃	F(花)音起頭之字	fong	陰上聲	3	0	32	13			02881	85	13			[3]fong2
幌	F(花)音起頭之字	fong	陰上聲	3	0	32	14			02882	85	14			[3]fong2
謊	F(花)音起頭之字	fong	陰上聲	3	0	32	15			02883	85	15			[3]fong2
誑	F(花)音起頭之字	fong	陰上聲	3	0	32	16			02884	85	16			[3:also]fong2
迋	F(花)音起頭之字	fong	陰上聲	3	0	32	17			02885	85	17			[3]fong2
倣	F(花)音起頭之字	fong	陰上聲	3	0	32	18			02886	85	18			[3]fong2
放	F(花)音起頭之字	fong	陰去聲	3	0	32	1			02887	85	1			[3]fong3
况	F(花)音起頭之字	fong	陰去聲	3	0	32	2			02888	86	2			[3]fong3
況	F(花)音起頭之字	fong	陰去聲	3	0	32	3			02889	86	3			[3]fong3
貺	F(花)音起頭之字	fong	陰去聲	3	0	32	4			02890	86	4			[3:also]fong3
防	F(花)音起頭之字	fong	陽平聲	3	0	32	1			02891	86	1			[3]fong4
妨	F(花)音起頭之字	fong	陽平聲	3	0	32	2			02892	86	2			[3]fong4
坊	F(花)音起頭之字	fong	陽平聲	3	0	32	3			02893	86	3			[3]fong4
房	F(花)音起頭之字	fong	陽平聲	3	0	32	4			02894	86	4			[3]fong4
魴	F(花)音起頭之字	fong	陽平聲	3	0	32	5			02895	86	5			[3]fong4
夫	F(花)音起頭之字	fu	陰平聲	3	0	33	1			02896	86	1			[3]fu1
伕	F(花)音起頭之字	fu	陰平聲	3	0	33	2			02897	86	2			[3]fu1
玞	F(花)音起頭之字	fu	陰平聲	3	0	33	3			02898	86	3			[3]fu1
砆	F(花)音起頭之字	fu	陰平聲	3	0	33	4			02899	86	4			[3]fu1
衭	F(花)音起頭之字	fu	陰平聲	3	0	33	5			02900	86	5			[3]fu1
趺	F(花)音起頭之字	fu	陰平聲	3	0	33	6			02901	86	6			[3]fu1
鈇	F(花)音起頭之字	fu	陰平聲	3	0	33	7			02902	86	7			[3]fu1
麩	F(花)音起頭之字	fu	陰平聲	3	0	33	8			02903	86	8			[3]fu1
孚	F(花)音起頭之字	fu	陰平聲	3	0	33	9			02904	86	9			[3]fu1
俘	F(花)音起頭之字	fu	陰平聲	3	0	33	10			02905	86	10			[3]fu1
桴	F(花)音起頭之字	fu	陰平聲	3	0	33	11			02906	86	11			[3]fu1
稃	F(花)音起頭之字	fu	陰平聲	3	0	33	12			02907	86	12			[3]fu1
莩	F(花)音起頭之字	fu	陰平聲	3	0	33	13			02908	86	13			[3]fu1
郛	F(花)音起頭之字	fu	陰平聲	3	0	33	14			02909	86	14			[3]fu1
孵	F(花)音起頭之字	fu	陰平聲	3	0	33	15			02910	86	15			[3]fu1
枯	F(花)音起頭之字	fu	陰平聲	3	0	33	16			02911	86	16			[3]fu1
骷	F(花)音起頭之字	fu	陰平聲	3	0	33	17			02912	86	17			[3]fu1
痡	F(花)音起頭之字	fu	陰平聲	3	0	33	18			02913	86	18			[3]fu1
麱	F(花)音起頭之字	fu	陰平聲	3	0	33	19			02914	86	19			[3]fu1
旉	F(花)音起頭之字	fu	陰平聲	3	0	33	20			02915	86	20			[3]fu1
